batchnum,hitid,hittypeid,title,description,keywords,reward,maxassignments,requesterannotation,assignmentdurationinseconds,autoapprovaldelayinseconds,expiration,numberofsimilarhits,lifetimeinseconds,assignmentid,assignmentstatus,requesterfeedback,worktimeinseconds,lifetimeapprovalrate,last30daysapprovalrate,last7daysapprovalrate,approve,reject,inputid,inputname,inputuniversity,inputdomain,inputdepts,inputfield,inputdupct,inputurl,answerothertxt,answerpagefound,answersrctype,answerurl,answerdeptmatch,answerfieldmatch,UTCflag,creationtime,accepttime,submittime,autoapprovaltime,approvaltime,rejectiontime,nassign,maxtotwt,maxavgwt,minhrrew,anonid
2127763,3PIOQ99R7YG8K0S82QRO06WGBGGUNL,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:49 PDT 2015,,,3JRJSWSMQIFNEK06LAX6BU7Q8W73EF,Approved,,35,100% (43/43),100% (43/43),100% (43/43),,,11875,Kenneth Carder,Duke University,duke.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://divinity.duke.edu/academics/faculty/kenneth-carder?nopaging=1,,,,,0,,,1760791009000,18oct2015 12:42:58,18oct2015 12:43:33,1760798613000,1760791577000,,24,1115,46.458332,4.6493278,40
2127698,3P520RYKCH04UBM2YQV26PWUKVF5U5,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:55 PDT 2015,,,3X31TUMD7YG5ANWJFS6R0WIDJ9NL1L,Approved,,13,100% (10/10),100% (10/10),100% (10/10),,,40552,David Embrick,Purdue University,purdue.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1,,,0,,,,,,1760785075000,18oct2015 11:12:42,18oct2015 11:12:55,1760793175000,1760786072000,,10,728,72.800003,6.9230766,40
2127763,3NKW03WTLM16F1U5DIY6MOCI17DWQ8,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:56 PDT 2015,,,3R08VXYT7DPZW3NK8MU2AHQ6K2W7W2,Approved,,25,100% (43/43),100% (43/43),100% (43/43),,,26772,Kathryn R Wentzel,University of Maryland College Park,umd.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.education.umd.edu/Academics/Faculty/Bios/index.cfm?URLID=wentzel,,,,,1,,,1760791016000,18oct2015 12:37:18,18oct2015 12:37:43,1760798263000,1760791535000,,24,1115,46.458332,4.6493278,40
2127766,3K3G488TR22C2IFLHHBXWOZ5HAB5Q2,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:48 PDT 2015,,,39K0FND3AI9LATR4BN0ZBAQ5N8QAM7,Approved,,31,100% (43/43),100% (43/43),100% (43/43),,,63846,Marcia A Ciol,University of Washington,washington.edu,Occupational Science</li><li>Human Movement Science</li><li>Biokinesiology and Physical Therapy</li><li>Rehabilitation Science</li><li>Biokinesiology</li><li>Rehabilitation Psychology</li><li>Health and Rehabilitation Sciences</li><li>Occupational Therapy</li><li>Rehabilitation Counselor Education</li><li>Physical Rehabilitation Science,Rehabilitation and Therapy,1,http://www.rehab.washington.edu/education/faculty/nonproviderbios/ciol.asp?view=3,,,,,,1,,1760791128000,18oct2015 12:49:11,18oct2015 12:49:42,1760820582000,1760793066000,,9,650,72.222221,2.9907694,40
2127766,3INZSNUD80K1EWDSFLIU85X8KR4D9V,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:49 PDT 2015,,,3MTMREQS4WCHF5LIFP6MK8SWLA4AWY,Approved,,472,100% (43/43),100% (43/43),100% (43/43),,,29513,John W Day,University of Minnesota,umn.edu,Occupational Science</li><li>Human Movement Science</li><li>Biokinesiology and Physical Therapy</li><li>Rehabilitation Science</li><li>Biokinesiology</li><li>Rehabilitation Psychology</li><li>Health and Rehabilitation Sciences</li><li>Occupational Therapy</li><li>Rehabilitation Counselor Education</li><li>Physical Rehabilitation Science,Rehabilitation and Therapy,1,http://www.neuroscience.umn.edu/ProStu/facprof/day.html,,,,,,0,,1760791129000,18oct2015 12:50:09,18oct2015 12:58:01,1760821081000,1760793064000,,9,650,72.222221,2.9907694,40
2127698,37S0QRNUFBAPJWYRTL10MHOWPUO88U,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:48 PDT 2015,,,3VAR3R6G1QVVR8J1R5VY7N9FSKZ8OA,Approved,,49,100% (10/10),100% (10/10),100% (10/10),,,63507,Jesse R Fann,University of Washington,washington.edu,Epidemiology</li>&nbsp;<li>Public Health</li>&nbsp;<li>Environmental Health Science</li>&nbsp;<li>Health Sciences</li>&nbsp;<li>Maternal and Child Health</li>&nbsp;<li>Environmental Health</li>&nbsp;<li>Health Behavior and Health Education</li>&nbsp;<li>Epidemiology and Biostatistics</li>&nbsp;<li>Biological Sciences in Public Health</li>&nbsp;<li>Health Behavior and Education</li>&nbsp;<li>International Health</li>&nbsp;<li>Public and Community Health</li>&nbsp;<li>Health Informatics</li>&nbsp;<li>Occupational and Environmental Health</li>&nbsp;<li>Population Health</li>&nbsp;<li>Public Health (Epidemiology)</li>&nbsp;<li>Public Health (Health Behavior)</li>&nbsp;<li>Clinical Investigation,Public Health,1,,,1,3,http://depts.washington.edu/pbscifac/Fann_CV.pdf,,,,1760785068000,18oct2015 11:11:14,18oct2015 11:12:03,1760793123000,1760786022000,,10,728,72.800003,6.9230766,40
2127763,3KTCJ4SCVGVMTLGAO124CP2JVT81MS,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:44 PDT 2015,,,3Z9WI9EOZ0I5USZFWHXBDJL5BYKKHM,Approved,,637,100% (43/43),100% (43/43),100% (43/43),,,796,Juliane Schober,Arizona State University,asu.edu,Religious Studies</li><li>Religion</li><li>Divinity</li><li>Buddhist Studies</li><li>Religion and Social Ethics,Religion,1,https://webapp4.asu.edu/directory/person/44719,,,,,1,,,1760791004000,18oct2015 12:42:05,18oct2015 12:52:42,1760799162000,1760792378000,,24,1115,46.458332,4.6493278,40
2127763,3RWO3EJELH3SEODNGHUWTTWE0YJ1PO,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:48 PDT 2015,,,3R0T90IZ1T69BYSGKYYV40WWRPYGC6,Approved,,30,100% (43/43),100% (43/43),100% (43/43),,,7636,Mimi Abramovitz,City University of New York,cuny.edu,Social Welfare</li><li>Social Work,Social Work,1,http://www.roosevelthouse.hunter.cuny.edu/?faculty=mimi-abramovitz,,,,,1,,,1760791008000,18oct2015 12:44:45,18oct2015 12:45:15,1760798715000,1760791936000,,24,1115,46.458332,4.6493278,40
2127763,3TC2K6WK9GWEXHW2D4SZCQBT3UX28M,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:58 PDT 2015,,,3I02618YA10BA52F989ISFWUZGSPUT,Approved,,601,100% (43/43),100% (43/43),100% (43/43),,,29851,Lyndel King,University of Minnesota,umn.edu,"Spanish</li><li>Hispanic and Luso Brazilian Literatures and Languages</li><li>Spanish and Portuguese</li><li>Spanish and Portuguese Languages and Literatures</li><li>Spanish Language and Literature</li><li>Hispanic and Luso-Brazilian Literatures and Linguistics</li><li>Spanish and Portuguese Languages and Cultures</li><li>Hispanic and Luso Literatures, Cultures and Linguistics</li><li>Hispanic Languages and Literatures</li><li>Portuguese",Spanish and Portuguese Language and Literature,1,http://www.upress.umn.edu/book-division/books/weisman-art-museum,,,,,0,,,1760791018000,18oct2015 12:42:02,18oct2015 12:52:03,1760799123000,1760792380000,,24,1115,46.458332,4.6493278,40
2127766,3UV0D2KX1MDXFALCPWHTFXPDAC6F4C,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:46 PDT 2015,,,3Y54SXRO1MF92XVMQPI2XPXROJEUT4,Approved,,75,100% (43/43),100% (43/43),100% (43/43),,,21758,Jean D Opsomer,Iowa State University,iastate.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://lib.dr.iastate.edu/card_workingpapers/226/,,,,,,99,,1760791126000,18oct2015 12:47:14,18oct2015 12:48:29,1760820509000,1760793247000,,9,650,72.222221,2.9907694,40
2127766,3PR3LXCWSFTFC2I96LJ62C0009G9XT,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:49 PDT 2015,,,3U84XHCDID767BA6HBG2690EA2C4Z7,Approved,,589,100% (43/43),100% (43/43),100% (43/43),,,64716,Aimee Ferraro,Walden University,waldenu.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.waldenu.edu/colleges-schools/school-of-health-sciences/faculty/bios/aimee-ferraro,,,,,,1,,1760791129000,18oct2015 12:47:12,18oct2015 12:57:01,1760821021000,1760793243000,,9,650,72.222221,2.9907694,40
2127763,3E24UO25QZK50A2J7NTYZPI5Y436OA,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:53 PDT 2015,,,3I02618YA10BA52F989ISFWUZGTUPZ,Approved,,485,100% (43/43),100% (43/43),100% (43/43),,,20458,Loreen Herwaldt,University of Iowa,uiowa.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.medicine.uiowa.edu/dept_primary_apr.aspx?appointment=Internal%20Medicine&division=Infectious%20Diseases,,,,,0,,,1760791013000,18oct2015 12:46:44,18oct2015 12:54:49,1760799289000,1760792668000,,24,1115,46.458332,4.6493278,40
2127763,3J9L0X0VDFG0N2DJWGNK0TMTR79W9M,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:49 PDT 2015,,,3QUO65DNQVITP5QEU8W33FR4PBVOUA,Approved,,666,100% (43/43),100% (43/43),100% (43/43),,,9709,Paul Wiegmann,University of Chicago,uchicago.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,2,http://physical-sciences.uchicago.edu/news/paul-wiegmann-robert-w-reneker-distinguished-service-professor-department-physics-james-franck,,,,,0,,,1760791009000,18oct2015 12:42:07,18oct2015 12:53:13,1760799193000,1760792377000,,24,1115,46.458332,4.6493278,40
2127763,3I7SHAD35MQ047VCDHJDDZTWYF8M7A,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:45 PDT 2015,,,36H9ULYP63OQ5C2RJ69Z9J9FGU7FJK,Approved,,734,100% (43/43),100% (43/43),100% (43/43),,,38246,David J Birnbaum,University of Pittsburgh,pitt.edu,Slavic Languages and Literatures</li><li>Central Eurasian Studies</li><li>Slavic Languages and Literatures and Linguistics</li><li>Slavic and East European Languages and Literatures</li><li>Slavic Linguistics</li><li>Baltic and Slavic Languages and Literatures,Slavic Languages and Societies,1,http://www.slavic.pitt.edu/node/283,,,,,1,,,1760791005000,18oct2015 12:42:10,18oct2015 12:54:24,1760799264000,1760792377000,,24,1115,46.458332,4.6493278,40
2127698,3SR6AEG6W5NXRDQ29TT0Y75XLSGHYV,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:53 PDT 2015,,,3QIYRE09Y4BVYNZ4R5M6DOM2O4NN1P,Approved,,27,100% (10/10),100% (10/10),100% (10/10),,,38985,Adam Meirowitz,Princeton University,princeton.edu,"Public Policy and Administration</li>&nbsp;<li>Public Policy</li>&nbsp;<li>Health Services</li>&nbsp;<li>Public Administration</li>&nbsp;<li>Public Affairs</li>&nbsp;<li>Policy, Planning and Development</li>&nbsp;<li>Social Service Administration</li>&nbsp;<li>Public Policy Studies</li>&nbsp;<li>Education and Social Policy - Learning Sciences</li>&nbsp;<li>Health Policy And Management</li>&nbsp;<li>Social Policy to Education and Social Policy - Human Development and Social Policy</li>&nbsp;<li>Public and International Affairs</li>&nbsp;<li>Health Policy</li>&nbsp;<li>Energy and Resources</li>&nbsp;<li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,,,1,1,https://www.princeton.edu/~ameirowi/,,,,1760785073000,18oct2015 11:09:45,18oct2015 11:10:12,1760793012000,1760785902000,,10,728,72.800003,6.9230766,40
2127763,36FFXPMST9ILXZM036K2WG7V7IJHOM,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:58 PDT 2015,,,39DD6S19JQ5OZD7Z6HSFFVC5NR6EZN,Approved,,37,100% (43/43),100% (43/43),100% (43/43),,,31992,Hakwan Lau,New York University,nyu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.nyu.edu/gsas/dept/philo/courses/consciousness08Fall/,,,,,0,,,1760791018000,18oct2015 12:46:07,18oct2015 12:46:44,1760798804000,1760792119000,,24,1115,46.458332,4.6493278,40
2127763,33IXYHIZB5CV6I6TQ7EZ407FEXVE2X,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:44 PDT 2015,,,3MMN5BL1W0YLQ8SJ28LPO2CZHYY3M4,Approved,,43,100% (43/43),100% (43/43),100% (43/43),,,231,Cheryl D Conrad,Arizona State University,asu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,https://webapp4.asu.edu/directory/cv?id=25449,,,,,1,,,1760791004000,18oct2015 12:43:33,18oct2015 12:44:16,1760798656000,1760791931000,,24,1115,46.458332,4.6493278,40
2127766,3BFNCI9LYKKZILN27ZEYH0KQYOR73F,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:44 PDT 2015,,,3MHW492WW1752HU2MIRV7X4I8IRVMT,Approved,,26,100% (43/43),100% (43/43),100% (43/43),,,17174,Alwiya Omar,Indiana University Bloomington,indiana.edu,"Spanish</li><li>Hispanic and Luso Brazilian Literatures and Languages</li><li>Spanish and Portuguese</li><li>Spanish and Portuguese Languages and Literatures</li><li>Spanish Language and Literature</li><li>Hispanic and Luso-Brazilian Literatures and Linguistics</li><li>Spanish and Portuguese Languages and Cultures</li><li>Hispanic and Luso Literatures, Cultures and Linguistics</li><li>Hispanic Languages and Literatures</li><li>Portuguese",Spanish and Portuguese Language and Literature,1,http://www.indiana.edu/~afrist/academics/languages_instructors.shtml,,,,,,0,,1760791124000,18oct2015 12:49:42,18oct2015 12:50:08,1760820608000,1760792634000,,9,650,72.222221,2.9907694,40
2127766,3GS542CVJVH6AJYZ0F0BAT9G7A759G,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:37 PDT 2015,,,354P56DE9LX6PM6BOHK1DSNLEP27SP,Approved,,27,100% (43/43),100% (43/43),100% (43/43),,,2987,Nancy Mather,University of Arizona,arizona.edu,Special Education</li><li>Special Education and Rehabilitation</li><li>Education - Special Education,Special Education and Teaching,1,https://www.coe.arizona.edu/faculty_profile/1883,,,,,,1,,1760791117000,18oct2015 12:48:29,18oct2015 12:48:56,1760820536000,1760793062000,,9,650,72.222221,2.9907694,40
2127763,39KV3A5D1813228HXEFZP8S2Q4QS7S,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:57 PDT 2015,,,3DEL4X4EL7FX0NOB50GOPDOAX3CXYN,Approved,,17,100% (43/43),100% (43/43),100% (43/43),,,64957,Elizabeth O Lane,Walden University,waldenu.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://www.waldenu.edu/colleges-schools/school-of-public-policy-and-administration/faculty,,,,,1,,,1760791017000,18oct2015 12:42:40,18oct2015 12:42:57,1760798577000,1760791573000,,24,1115,46.458332,4.6493278,40
2127763,3X2YVV51PUYIYXAOS38RLN4ATVLW1D,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:45 PDT 2015,,,3VW6495TLKUM0SELAW2Q8RVJZ95YYT,Approved,,52,100% (43/43),100% (43/43),100% (43/43),,,38696,Noreen B Garman,University of Pittsburgh,pitt.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://www.crsp.pitt.edu/person/noreen-b-garman-phd,,,,,1,,,1760791005000,18oct2015 12:39:52,18oct2015 12:40:44,1760798444000,1760791580000,,24,1115,46.458332,4.6493278,40
2127763,3OND0WXMHW9ZL89B9SH6R4DH3GDHEI,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:54 PDT 2015,,,3SUWZRL0MZ7MB3NO4CV4IXJAIN8E6V,Approved,,23,100% (43/43),100% (43/43),100% (43/43),,,22127,Max Guyll,Iowa State University,iastate.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://public.psych.iastate.edu/guyll/,,,,,1,,,1760791014000,18oct2015 12:37:44,18oct2015 12:38:07,1760798287000,1760791535000,,24,1115,46.458332,4.6493278,40
2127698,3PKJ68EHDNQ7WOV3NTSXOKQ98O7HJ1,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:41 PDT 2015,,,374TNBHA8CPDRQNZJMLWV5SH0ZIQYA,Approved,,35,100% (10/10),100% (10/10),100% (10/10),,,12473,Scott N Compton,Duke University,duke.edu,Psychology</li>&nbsp;<li>Psychological Sciences</li>&nbsp;<li>Human Development and Family Studies</li>&nbsp;<li>Psychological and Quantitative Foundations</li>&nbsp;<li>Human Development</li>&nbsp;<li>Psychology and Neuroscience</li>&nbsp;<li>Cognitive Science</li>&nbsp;<li>Applied Psychology</li>&nbsp;<li>Counseling Psychology</li>&nbsp;<li>Clinical Psychology </li>&nbsp;<li>Child Psychology</li>&nbsp;<li>Comparative Human Development</li>&nbsp;<li>Child Development and Family Studies</li>&nbsp;<li>Psychological and Brain Sciences</li>&nbsp;<li>Family and Consumer Sciences Education and Studies</li>&nbsp;<li>Family and Child Sciences,Psychology,2,,,1,1,http://psychiatry.duke.edu/faculty/details/0217812,,,,1760785061000,18oct2015 11:02:46,18oct2015 11:03:21,1760792601000,1760785574000,,10,728,72.800003,6.9230766,40
2127763,3OND0WXMHW9ZL89B9SH6R4DH3GDEHF,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:57 PDT 2015,,,3LS2AMNW5GK1XCJXDZCYTEUFMQPOQ5,Approved,,51,100% (43/43),100% (43/43),100% (43/43),,,64839,Clarence Schumaker,Walden University,waldenu.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.waldenu.edu/colleges-schools/school-of-health-sciences/faculty/masters,,,,,1,,,1760791017000,18oct2015 12:41:48,18oct2015 12:42:39,1760798559000,1760791577000,,24,1115,46.458332,4.6493278,40
2127698,3CO05SML7VZDJC8KXQULKJDJWOYR00,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:36 PDT 2015,,,3TYCR1GOTDD25JHRN3FJSQ2PWO0LZA,Approved,,51,100% (10/10),100% (10/10),100% (10/10),,,26772,Kathryn R Wentzel,University of Maryland College Park,umd.edu,Psychology</li>&nbsp;<li>Psychological Sciences</li>&nbsp;<li>Human Development and Family Studies</li>&nbsp;<li>Psychological and Quantitative Foundations</li>&nbsp;<li>Human Development</li>&nbsp;<li>Psychology and Neuroscience</li>&nbsp;<li>Cognitive Science</li>&nbsp;<li>Applied Psychology</li>&nbsp;<li>Counseling Psychology</li>&nbsp;<li>Clinical Psychology </li>&nbsp;<li>Child Psychology</li>&nbsp;<li>Comparative Human Development</li>&nbsp;<li>Child Development and Family Studies</li>&nbsp;<li>Psychological and Brain Sciences</li>&nbsp;<li>Family and Consumer Sciences Education and Studies</li>&nbsp;<li>Family and Child Sciences,Psychology,1,,,1,1,http://www.education.umd.edu/Academics/Faculty/Bios/index.cfm?URLID=wentzel,,,,1760785056000,18oct2015 11:03:29,18oct2015 11:04:20,1760792660000,1760785572000,,10,728,72.800003,6.9230766,40
